Image_ID,File_Name,Class_Label,Source_Folder,Width,Height,Aspect_Ratio,Avg_Red,Avg_Green,Avg_Blue,Brightness,Contrast,Leaf_Area_Pixels,Green_Pixel_Ratio,Edge_Density
k_51,k_51.png,-K,FNNPK/-K,1024,1003,1.0209,202.49032592773438,201.74766540527344,178.34344482421875,199.3016357421875,63.50558090209961,90329,0.08794806985294118,0.010094715852442673
k_52,k_52.png,-K,FNNPK/-K,1023,1006,1.0169,216.7644500732422,212.3179931640625,187.29307556152344,210.7946319580078,53.01842498779297,88008,0.08551622814433049,0.006906751086831892
k_53,k_53.png,-K,FNNPK/-K,1024,1005,1.0189,209.98953247070312,210.35952758789062,180.44924926757812,206.83912658691406,57.66677474975586,93587,0.09093886038557214,0.00734316697761194
k_54,k_54.png,-K,FNNPK/-K,1024,1005,1.0189,197.12191772460938,200.8377227783203,175.97584533691406,196.89244079589844,66.94632720947266,143689,0.1396231731965174,0.007686178482587065
k_55,k_55.png,-K,FNNPK/-K,1024,1024,1.0,155.70242309570312,159.57437133789062,140.249267578125,156.21360778808594,78.73902130126953,251205,0.23956775665283203,0.020563125610351562
k_56,k_56.png,-K,FNNPK/-K,1024,1024,1.0,148.21127319335938,148.616943359375,117.8265380859375,144.98553466796875,85.16368865966797,204635,0.19515514373779297,0.04296398162841797
k_57,k_57.png,-K,FNNPK/-K,1024,1024,1.0,135.29446411132812,135.30413818359375,127.97079467773438,134.4652557373047,95.34245300292969,94344,0.08997344970703125,0.018609046936035156
k_58,k_58.png,-K,FNNPK/-K,1024,1024,1.0,179.5548095703125,185.85626220703125,164.1426544189453,181.49676513671875,78.02323150634766,263741,0.2515230178833008,0.020194053649902344
k_59,k_59.png,-K,FNNPK/-K,1024,1024,1.0,139.75086975097656,140.71051025390625,121.30789947509766,138.211669921875,87.83073425292969,204994,0.1954975128173828,0.013537406921386719
k_6,k_6.png,-K,FNNPK/-K,1023,1006,1.0169,153.57997131347656,152.7113494873047,102.84577941894531,147.28640747070312,54.202308654785156,280187,0.2722540611657523,0.010481587503328027
k_60,k_60.png,-K,FNNPK/-K,1024,1024,1.0,140.4255828857422,143.31210327148438,122.66354370117188,140.0950927734375,89.5675048828125,164492,0.15687179565429688,0.02600574493408203
k_61,k_61.png,-K,FNNPK/-K,1024,1024,1.0,122.1365966796875,124.76994323730469,102.11807250976562,121.40026092529297,82.3637466430664,326803,0.3116636276245117,0.015461921691894531
k_62,k_62.png,-K,FNNPK/-K,1024,1024,1.0,126.84176635742188,130.67269897460938,104.53913879394531,126.54803466796875,84.50230407714844,335973,0.32040882110595703,0.01601409912109375
k_63,k_63.png,-K,FNNPK/-K,1024,1024,1.0,135.8834228515625,138.62271118164062,111.92825317382812,134.760498046875,90.7409896850586,180687,0.1723165512084961,0.04369640350341797
k_64,k_64.png,-K,FNNPK/-K,1024,1024,1.0,153.04507446289062,155.26593017578125,134.29200744628906,152.21087646484375,86.94322204589844,154832,0.1476593017578125,0.03811454772949219
k_65,k_65.png,-K,FNNPK/-K,1024,1024,1.0,142.099609375,146.09278869628906,121.54537963867188,142.10043334960938,89.17674255371094,197138,0.1880054473876953,0.013037681579589844
k_66,k_66.png,-K,FNNPK/-K,1024,1024,1.0,135.8834228515625,138.62271118164062,111.92825317382812,134.760498046875,90.7409896850586,180687,0.1723165512084961,0.04369640350341797
k_67,k_67.png,-K,FNNPK/-K,1024,1024,1.0,139.6038818359375,142.3680877685547,116.82707214355469,138.62991333007812,87.94841766357422,175490,0.1673603057861328,0.018621444702148438
k_68,k_68.png,-K,FNNPK/-K,1024,1024,1.0,179.5548095703125,185.85626220703125,164.1426544189453,181.49676513671875,78.02323150634766,263741,0.2515230178833008,0.020194053649902344
k_69,k_69.png,-K,FNNPK/-K,1024,1024,1.0,135.29446411132812,135.30413818359375,127.97079467773438,134.4652557373047,95.34245300292969,94344,0.08997344970703125,0.018609046936035156
k_7,k_7.png,-K,FNNPK/-K,1024,1003,1.0209,157.62966918945312,163.1749725341797,124.26351928710938,157.08103942871094,75.04505157470703,414870,0.403934680333998,0.026296111665004986
k_70,k_70.png,-K,FNNPK/-K,1024,1024,1.0,148.21127319335938,148.616943359375,117.8265380859375,144.98553466796875,85.16368865966797,204635,0.19515514373779297,0.04296398162841797
k_71,k_71.png,-K,FNNPK/-K,1024,1024,1.0,144.76046752929688,142.80628967285156,133.82437133789062,142.3666534423828,97.15156555175781,87153,0.0831155776977539,0.010779380798339844
k_72,k_72.png,-K,FNNPK/-K,1024,1024,1.0,125.9644775390625,123.55194091796875,109.57015228271484,122.67938232421875,96.18214416503906,57142,0.05449485778808594,0.01371002197265625
k_8,k_8.png,-K,FNNPK/-K,1023,1005,1.0179,170.759521484375,172.52410888671875,145.62962341308594,168.9305419921875,75.73527526855469,308548,0.30011039621054064,0.01781901830048195
k_9,k_9.png,-K,FNNPK/-K,1020,1001,1.019,164.09823608398438,161.50025939941406,130.68734741210938,158.76437377929688,67.51171112060547,187162,0.18330884801473038,0.015604003839297957
n_1,n_1.png,-N,FNNPK/-N,1023,1006,1.0169,213.8414764404297,218.08822631835938,139.34298706054688,207.84149169921875,40.419700622558594,229302,0.22280976895226878,0.00521212898561709
n_10,n_10.png,-N,FNNPK/-N,1024,1007,1.0169,47.481746673583984,74.17243957519531,20.524465560913086,60.07605743408203,60.10126495361328,464896,0.45084409136047665,0.008193621214001986
n_11,n_11.png,-N,FNNPK/-N,1023,1005,1.0179,41.159603118896484,60.69472885131836,20.90797233581543,50.31803512573242,56.54878616333008,381209,0.370784396687141,0.010909285439858382
n_12,n_12.png,-N,FNNPK/-N,1023,1005,1.0179,43.24258804321289,59.9238166809082,21.522043228149414,50.558326721191406,52.52600860595703,413383,0.4020785612504438,0.015740457050038178
n_13,n_13.png,-N,FNNPK/-N,1023,1006,1.0169,148.08798217773438,154.06668090820312,103.1240234375,146.4716033935547,70.4544906616211,366839,0.35645268175890893,0.00864315572838628
n_14,n_14.png,-N,FNNPK/-N,1023,1006,1.0169,157.52273559570312,168.2517547607422,123.97779083251953,159.99655151367188,62.19997024536133,330922,0.3215526003315396,0.008348734572039902
n_15,n_15.png,-N,FNNPK/-N,1023,1006,1.0169,156.5636749267578,173.938720703125,137.09622192382812,164.54354858398438,68.50016784667969,295616,0.28724621965178626,0.015314758564934926
n_16,n_16.png,-N,FNNPK/-N,1024,1005,1.0189,144.08560180664062,164.34324645996094,112.3259048461914,152.3562469482422,66.69831085205078,391270,0.38019861629353235,0.009551850124378109
n_17,n_17.png,-N,FNNPK/-N,1024,1024,1.0,161.41748046875,205.21530151367188,133.24557495117188,183.91519165039062,71.93169403076172,538380,0.5134391784667969,0.014498710632324219
n_18,n_18.png,-N,FNNPK/-N,1024,1024,1.0,163.05181884765625,174.06605529785156,130.5926055908203,165.81683349609375,47.16546630859375,431803,0.41179943084716797,0.0828094482421875
n_19,n_19.png,-N,FNNPK/-N,1024,1024,1.0,159.5516357421875,170.63809204101562,123.23819732666016,161.91964721679688,43.05702209472656,416185,0.39690494537353516,0.19417190551757812
n_2,n_2.png,-N,FNNPK/-N,1023,1006,1.0169,205.41790771484375,223.9733428955078,142.47264099121094,209.13418579101562,38.830101013183594,400191,0.38886038607067275,0.0031803315007316803
n_20,n_20.png,-N,FNNPK/-N,1024,1024,1.0,155.880126953125,171.80978393554688,130.3507080078125,162.32046508789062,43.59325408935547,433804,0.4137077331542969,0.1109914779663086
n_21,n_21.png,-N,FNNPK/-N,1024,1024,1.0,112.96498107910156,134.687744140625,78.80543518066406,121.82205200195312,51.40054702758789,557292,0.5314750671386719,0.016757965087890625
n_22,n_22.png,-N,FNNPK/-N,1024,1024,1.0,120.60145568847656,139.55360412597656,62.89406204223633,125.14773559570312,53.48772430419922,619836,0.5911216735839844,0.016373634338378906
n_23,n_23.png,-N,FNNPK/-N,1024,1024,1.0,161.41748046875,205.21530151367188,133.24557495117188,183.91519165039062,71.93169403076172,538380,0.5134391784667969,0.014498710632324219
n_24,n_24.png,-N,FNNPK/-N,1024,1024,1.0,129.99545288085938,146.48446655273438,88.46287536621094,134.93978881835938,84.11873626708984,469035,0.44730663299560547,0.007956504821777344
n_25,n_25.png,-N,FNNPK/-N,1024,1024,1.0,127.32259368896484,139.3128662109375,98.79772186279297,131.10903930664062,93.12567901611328,314816,0.30023193359375,0.020425796508789062
n_26,n_26.png,-N,FNNPK/-N,1023,1005,1.0179,186.07550048828125,207.68612670898438,126.25764465332031,191.9416961669922,51.64826965332031,371285,0.36113178000515506,0.0032827067010986126
n_27,n_27.png,-N,FNNPK/-N,1023,1005,1.0179,190.90760803222656,202.72567749023438,134.57803344726562,191.42324829101562,51.96039962768555,325733,0.3168254524056161,0.0014638440252306404
n_28,n_28.png,-N,FNNPK/-N,1020,1002,1.018,185.86744689941406,199.30836486816406,127.37688446044922,187.08935546875,59.82820129394531,357324,0.34961841023834683,0.00854467535517201
n_29,n_29.png,-N,FNNPK/-N,1020,1001,1.019,172.1585693359375,199.1086883544922,126.70002746582031,182.79600524902344,55.758949279785156,461836,0.45232806409277,0.00493428140486964
n_3,n_3.png,-N,FNNPK/-N,1023,1006,1.0169,211.2391815185547,220.73301696777344,138.2385711669922,208.48997497558594,36.39908218383789,345399,0.3356197128081948,0.0029976543476190752
n_30,n_30.png,-N,FNNPK/-N,1024,1006,1.0179,182.9054412841797,201.09535217285156,119.42973327636719,186.3466796875,54.943058013916016,383740,0.37251102758449306,0.002060876925944334
n_31,n_31.png,-N,FNNPK/-N,1024,1007,1.0169,166.6125030517578,174.06130981445312,134.5994415283203,167.33546447753906,35.37278366088867,249690,0.24214289039225423,0.004373681107249255
n_32,n_32.png,-N,FNNPK/-N,1024,1003,1.0209,182.668212890625,195.7484130859375,145.27273559570312,186.0832061767578,65.57295227050781,409234,0.39844723641575275,0.00894289786889332
n_33,n_33.png,-N,FNNPK/-N,1023,1005,1.0179,181.2499542236328,191.2401885986328,144.4885711669922,182.92343139648438,62.028175354003906,368995,0.35890440271759483,0.007521532124324613
n_34,n_34.png,-N,FNNPK/-N,1024,1002,1.022,176.1280517578125,188.84344482421875,136.01876831054688,179.01951599121094,67.36688995361328,365073,0.3558049915793413,0.006087434505988024
n_35,n_35.png,-N,FNNPK/-N,1023,1005,1.0179,174.67869567871094,191.80088806152344,143.135498046875,181.13351440429688,61.09962463378906,445493,0.4333104759681553,0.0047066719189973885
n_36,n_36.png,-N,FNNPK/-N,1023,1002,1.021,187.3783416748047,199.64459228515625,144.48355102539062,189.6886444091797,55.45773696899414,347199,0.33871553081520245,0.0058475424517533845
n_37,n_37.png,-N,FNNPK/-N,1023,1005,1.0179,118.22307586669922,148.7841339111328,86.5031509399414,132.54635620117188,72.5696029663086,634536,0.6171838753446842,0.007674238776790535
n_38,n_38.png,-N,FNNPK/-N,1024,1003,1.0209,135.16403198242188,160.6561279296875,98.38135528564453,145.93466186523438,65.24514770507812,602010,0.5861419647308076,0.006035604125124626
n_39,n_39.png,-N,FNNPK/-N,1023,1005,1.0179,129.8584747314453,165.7700653076172,98.32218170166016,147.3434295654297,69.03762817382812,673744,0.6553196869999951,0.007801656429485029
n_4,n_4.png,-N,FNNPK/-N,1023,1006,1.0169,211.7954864501953,225.75918579101562,149.49996948242188,212.89048767089844,38.8961181640625,368299,0.3578713447564855,0.002966560364110547
n_40,n_40.png,-N,FNNPK/-N,1024,1005,1.0189,141.65167236328125,157.56503295898438,98.30274963378906,146.051025390625,69.953857421875,550073,0.5345081234452737,0.008491721082089553
n_41,n_41.png,-N,FNNPK/-N,1023,1006,1.0169,176.8847198486328,200.69500732421875,119.26173400878906,184.29232788085938,58.44609832763672,480094,0.46650109120448374,0.0037390515169005516
n_42,n_42.png,-N,FNNPK/-N,1024,1003,1.0209,184.85256958007812,202.291748046875,128.59523010253906,188.676025390625,58.31142807006836,410322,0.39950655844965105,0.004203210680458624
n_43,n_43.png,-N,FNNPK/-N,1023,1005,1.0179,181.5069580078125,196.60801696777344,117.99176025390625,183.1305694580078,57.927669525146484,455330,0.44287847176629075,0.004572445689441356
n_44,n_44.png,-N,FNNPK/-N,1024,1001,1.023,182.49038696289062,196.75698852539062,121.52747344970703,183.9151153564453,58.36888885498047,415664,0.40551635864135865,0.0031257804695304695
n_45,n_45.png,-N,FNNPK/-N,1020,999,1.021,181.18338012695312,196.1710205078125,124.59593963623047,183.5301513671875,61.221954345703125,451590,0.4431784725902373,0.00792753537851577
n_46,n_46.png,-N,FNNPK/-N,1024,1003,1.0209,163.7548065185547,198.4824676513672,129.67588806152344,180.2549591064453,57.28407669067383,454356,0.4423798915752742,0.003438902043868395
n_47,n_47.png,-N,FNNPK/-N,1023,1006,1.0169,158.99935913085938,197.27330017089844,131.36953735351562,178.3163604736328,57.65999984741211,434967,0.42265177264856607,0.0053559386593440336
n_48,n_48.png,-N,FNNPK/-N,1023,1006,1.0169,184.32162475585938,210.85072326660156,140.2063751220703,194.8650665283203,53.059471130371094,404152,0.3927092382168378,0.003200736927409152
n_49,n_49.png,-N,FNNPK/-N,1023,1005,1.0179,165.54666137695312,202.4560089111328,137.36453247070312,183.9996795654297,61.0948371887207,409743,0.3985381012824441,0.004323446307076543
n_5,n_5.png,-N,FNNPK/-N,1024,1003,1.0209,212.4466552734375,221.8832550048828,136.1808624267578,209.29164123535156,33.31636047363281,322715,0.31420874096460616,0.0033103813559322032
n_50,n_50.png,-N,FNNPK/-N,1020,1000,1.02,208.9308624267578,227.31747436523438,119.52606964111328,209.5316619873047,31.336872100830078,396894,0.3891117647058824,0.0017911764705882353
n_51,n_51.png,-N,FNNPK/-N,1024,1003,1.0209,199.18055725097656,216.84341430664062,116.33644104003906,200.1044158935547,39.68296432495117,432043,0.42065502710618147,0.00605994516450648
n_52,n_52.png,-N,FNNPK/-N,1024,1003,1.0209,209.8271484375,220.7880401611328,133.56031799316406,207.56678771972656,30.56560516357422,343970,0.3349034926470588,0.0028323233424725823
n_53,n_53.png,-N,FNNPK/-N,1024,1003,1.0209,202.9458770751953,225.23883056640625,112.42069244384766,205.71197509765625,33.34310531616211,423484,0.4123216288634098,0.0033493270189431704
n_54,n_54.png,-N,FNNPK/-N,1023,1006,1.0169,207.3248291015625,225.30349731445312,135.33236694335938,209.67115783691406,40.60457229614258,419141,0.40727385442962943,0.0035728930425268524
n_55,n_55.png,-N,FNNPK/-N,1024,1006,1.0179,201.63400268554688,219.05271911621094,142.99972534179688,205.1744842529297,39.41830825805664,346939,0.3367868958126243,0.003416027273856859
n_56,n_56.png,-N,FNNPK/-N,1024,1002,1.022,204.39639282226562,218.6658172607422,137.4265899658203,205.1379852294922,39.44043731689453,426441,0.41561505894461076,0.003842900137225549
n_57,n_57.png,-N,FNNPK/-N,1023,1006,1.0169,213.05172729492188,220.8595428466797,142.74398803710938,209.6198272705078,39.11627197265625,244442,0.23752110989974135,0.0015634443582881986
n_58,n_58.png,-N,FNNPK/-N,1024,1003,1.0209,194.43482971191406,215.8864288330078,121.3702163696289,198.69757080078125,29.524272918701172,360024,0.35053433449651045,0.0021721943544366898
n_59,n_59.png,-N,FNNPK/-N,1020,1002,1.018,200.99363708496094,221.97560119628906,113.28953552246094,203.31178283691406,24.7824764251709,445193,0.43559254040937734,0.0012318500254393174
n_7,n_7.png,-N,FNNPK/-N,1023,1006,1.0169,147.32830810546875,159.99911499023438,118.24911499023438,151.4510498046875,52.034793853759766,236200,0.22951246577232598,0.009696464419737684
n_8,n_8.png,-N,FNNPK/-N,1023,1006,1.0169,34.02461624145508,67.00672912597656,30.04473304748535,52.9314079284668,59.73862075805664,422819,0.410847719159141,0.014258534812629599
n_9,n_9.png,-N,FNNPK/-N,1023,1005,1.0179,32.616233825683594,61.58281326293945,27.803613662719727,49.07097625732422,50.63324737548828,423359,0.4117817559319726,0.0069612835140037835
p1,p1.png,-P,FNNPK/-P,1024,1024,1.0,115.4830551147461,148.6886749267578,125.8775863647461,136.15972900390625,63.66623306274414,207484,0.19787216186523438,0.007709503173828125
p10,p10.png,-P,FNNPK/-P,1024,1024,1.0,130.12403869628906,150.40176391601562,116.52538299560547,140.476806640625,66.95764923095703,289359,0.2759542465209961,0.014781951904296875
p11,p11.png,-P,FNNPK/-P,1024,1024,1.0,114.46804809570312,145.11524963378906,125.75933074951172,133.7451629638672,58.6732292175293,212017,0.2021951675415039,0.00775909423828125
p12,p12.png,-P,FNNPK/-P,1024,1024,1.0,110.71986389160156,109.43388366699219,80.39912414550781,106.50843048095703,65.3858413696289,281735,0.26868343353271484,0.013485908508300781
p13,p13.png,-P,FNNPK/-P,1024,1024,1.0,109.23722839355469,116.77896118164062,92.42738342285156,111.7479019165039,63.36676025390625,346412,0.3303642272949219,0.006993293762207031
p14,p14.png,-P,FNNPK/-P,1024,1024,1.0,99.69566345214844,102.90534973144531,79.91082000732422,99.32427978515625,64.26615142822266,363079,0.34625911712646484,0.011165618896484375
p15,p15.png,-P,FNNPK/-P,1024,1024,1.0,108.6065673828125,115.03654479980469,85.99774169921875,109.80355834960938,66.056396484375,434019,0.4139127731323242,0.012293815612792969
p16,p16.png,-P,FNNPK/-P,1024,1024,1.0,184.52896118164062,179.61788940429688,141.13438415527344,176.6991729736328,58.64278793334961,244613,0.23328113555908203,0.022571563720703125
p17,p17.png,-P,FNNPK/-P,1024,1024,1.0,145.193115234375,142.44564819335938,119.45941925048828,140.64671325683594,57.835113525390625,164054,0.15645408630371094,0.01773548126220703
p18,p18.png,-P,FNNPK/-P,1024,1024,1.0,141.22557067871094,131.47177124023438,106.79653930664062,131.57518005371094,60.75998306274414,120131,0.11456584930419922,0.028169631958007812
p19,p19.png,-P,FNNPK/-P,1024,1024,1.0,101.11404418945312,122.7100830078125,113.48239135742188,115.2009048461914,55.93512725830078,142605,0.13599872589111328,0.015630722045898438
p2,p2.png,-P,FNNPK/-P,1024,1024,1.0,134.17884826660156,151.394287109375,117.97076416015625,142.43658447265625,62.819793701171875,164678,0.15704917907714844,0.010339736938476562
p20,p20.png,-P,FNNPK/-P,1024,1024,1.0,127.0519027709961,124.54931640625,108.37486267089844,123.45370483398438,67.70457458496094,90206,0.08602714538574219,0.011646270751953125
p21,p21.png,-P,FNNPK/-P,1024,1024,1.0,115.96382904052734,136.74169921875,120.02700805664062,128.62364196777344,65.52122497558594,152507,0.14544200897216797,0.027812957763671875
p22,p22.png,-P,FNNPK/-P,1024,1024,1.0,120.19059753417969,116.83683776855469,108.75676727294922,116.91848754882812,65.28807830810547,105898,0.10099220275878906,0.01907825469970703
p23,p23.png,-P,FNNPK/-P,1024,1024,1.0,156.53355407714844,156.6579132080078,123.5054931640625,152.84133911132812,78.22291564941406,211773,0.20196247100830078,0.022548675537109375
p24,p24.png,-P,FNNPK/-P,1024,1024,1.0,142.609130859375,136.9027099609375,113.27603149414062,135.91549682617188,86.34838104248047,171286,0.16335105895996094,0.019863128662109375
p25,p25.png,-P,FNNPK/-P,1024,1024,1.0,132.89747619628906,128.6922149658203,114.10272216796875,128.28639221191406,67.5636215209961,166705,0.1589822769165039,0.017660140991210938
